Order_ID,Order_Date,Customer_Name,Segment,Region,State,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD100197,2025-08-02,Customer 1023,Consumer,South,Andhra Pradesh,Furniture,Bookcases,Wood Bookcase,3,15817.35,0.1,42706.85,10308.12
ORD100198,2025-01-27,Customer 1143,Consumer,East,Odisha,Furniture,Chairs,Ergonomic Chair,2,15167.43,0.15,25784.64,5204.56
ORD100199,2025-06-20,Customer 1193,Consumer,East,Odisha,Office Supplies,Paper,A4 Paper,2,875.35,0,1750.7,427.72
ORD100200,2025-12-23,Customer 1166,Consumer,South,Karnataka,Furniture,Tables,Study Table,3,24387.85,0.1,65847.19,10375.88
ORD100201,2025-07-04,Customer 1221,Consumer,West,Gujarat,Furniture,Furnishings,Whiteboard,2,2724.23,0.1,4903.61,319.02
ORD100202,2025-01-09,Customer 1213,Consumer,East,Bihar,Furniture,Furnishings,Whiteboard,2,1677.15,0.02,3287.22,521.24
ORD100203,2025-05-12,Customer 1184,Consumer,West,Gujarat,Office Supplies,Art Supplies,Sketch Pens,2,892.69,0.05,1696.11,177.65
ORD100204,2025-10-05,Customer 1161,Consumer,North,Punjab,Furniture,Chairs,Visitor Chair,1,14582.91,0.1,13124.62,1118.85
ORD100205,2025-01-05,Customer 1168,Consumer,South,Telangana,Furniture,Bookcases,Wood Bookcase,5,15660.25,0.15,66556.06,16193.44
ORD100206,2025-09-30,Customer 1206,Small Business,West,Gujarat,Technology,Accessories,Headset,1,3863.96,0.2,3091.17,551.12
ORD100207,2025-02-24,Customer 1101,Consumer,North,Uttar Pradesh,Furniture,Tables,Office Table,5,18161.4,0.05,86266.65,10896.46
ORD100208,2025-08-24,Customer 1219,Corporate,South,Telangana,Office Supplies,Binders,Presentation Binder,6,427.79,0,2566.72,574.49
ORD100209,2025-02-17,Customer 1216,Consumer,West,Rajasthan,Furniture,Furnishings,Desk Lamp,6,556.7,0.02,3273.4,305.05
ORD100210,2025-10-17,Customer 1121,Consumer,North,Delhi,Office Supplies,Paper,A4 Paper,2,835.83,0.2,1337.32,301.25
ORD100211,2025-12-17,Customer 1192,Corporate,East,Jharkhand,Office Supplies,Paper,A4 Paper,7,454.42,0.02,3117.29,636.39
ORD100212,2025-02-09,Customer 1084,Consumer,East,Odisha,Technology,Laptops,Ultrabook,7,134191.45,0.2,751472.15,170761.28
ORD100213,2025-12-19,Customer 1196,Corporate,North,Uttar Pradesh,Furniture,Bookcases,Wood Bookcase,1,12149.04,0,12149.04,1882.26
ORD100214,2025-06-17,Customer 1174,Corporate,North,Uttar Pradesh,Furniture,Furnishings,Whiteboard,2,2634.87,0.1,4742.76,711.45
ORD100215,2025-02-13,Customer 1039,Corporate,East,Bihar,Office Supplies,Paper,A4 Paper,3,350.24,0.2,840.58,170.18
ORD100216,2025-07-04,Customer 1047,Consumer,North,Uttar Pradesh,Technology,Accessories,USB Hub,3,5496.48,0,16489.45,1799.85
ORD100217,2025-02-22,Customer 1105,Consumer,North,Delhi,Technology,Phones,iPhone,5,70557.39,0.1,317508.28,18324.97
ORD100218,2025-10-14,Customer 1126,Consumer,South,Andhra Pradesh,Furniture,Tables,Study Table,4,9237.54,0.05,35102.67,4694.94
ORD100219,2025-08-11,Customer 1126,Corporate,East,Odisha,Furniture,Furnishings,Desk Lamp,3,2010.2,0.02,5909.98,1380.56
ORD100220,2025-08-23,Customer 1084,Consumer,North,Uttar Pradesh,Technology,Phones,Pixel Phone,3,74388.1,0.1,200847.86,46575.98
ORD100221,2025-11-30,Customer 1074,Corporate,South,Tamil Nadu,Technology,Laptops,Gaming Laptop,3,63651.91,0.1,171860.17,46079.07
ORD100222,2025-10-22,Customer 1139,Consumer,South,Telangana,Technology,Accessories,USB Hub,3,1417.49,0.15,3614.61,312.5
ORD100223,2025-08-25,Customer 1035,Corporate,South,Andhra Pradesh,Furniture,Bookcases,Wood Bookcase,7,19336.29,0.1,121818.62,24735.89
ORD100224,2025-05-10,Customer 1136,Consumer,South,Tamil Nadu,Office Supplies,Art Supplies,Markers,4,1189.31,0.1,4281.5,783.92
ORD100225,2025-10-06,Customer 1042,Corporate,North,Delhi,Office Supplies,Storage,Storage Box,1,4659.93,0.2,3727.95,656.99
ORD100226,2025-10-16,Customer 1191,Consumer,West,Gujarat,Office Supplies,Storage,File Cabinet,1,261.18,0.05,248.12,28.87
ORD100227,2025-08-17,Customer 1246,Consumer,East,Odisha,Furniture,Tables,Meeting Table,1,17069.28,0.05,16215.81,2578.55
ORD100228,2025-06-28,Customer 1178,Consumer,East,West Bengal,Technology,Laptops,Ultrabook,4,81571.53,0,326286.12,57555.73
ORD100229,2025-06-03,Customer 1042,Small Business,North,Punjab,Office Supplies,Paper,A4 Paper,7,473.0,0,3311.0,758.12
ORD100230,2025-09-22,Customer 1047,Corporate,South,Tamil Nadu,Furniture,Bookcases,Metal Bookcase,4,8557.47,0.1,30806.9,5962.59
ORD100231,2025-07-22,Customer 1052,Consumer,North,Delhi,Office Supplies,Binders,Presentation Binder,5,260.41,0,1302.06,306.04
ORD100232,2025-10-23,Customer 1220,Consumer,North,Haryana,Office Supplies,Binders,Presentation Binder,3,162.77,0,488.31,67.25
ORD100233,2025-11-02,Customer 1172,Corporate,West,Rajasthan,Furniture,Chairs,Office Chair,3,15760.01,0.15,40188.02,3233.37
ORD100234,2025-11-11,Customer 1036,Consumer,North,Uttar Pradesh,Office Supplies,Storage,Storage Box,2,1971.2,0.02,3863.56,607.07
ORD100235,2025-11-02,Customer 1238,Small Business,South,Andhra Pradesh,Furniture,Furnishings,Desk Lamp,4,4313.01,0.2,13801.63,3204.95
ORD100236,2025-09-08,Customer 1124,Consumer,East,Jharkhand,Technology,Accessories,USB Hub,5,1037.75,0.05,4929.32,1364.95
ORD100237,2025-10-15,Customer 1144,Consumer,West,Gujarat,Furniture,Furnishings,Whiteboard,6,5539.35,0.1,29912.49,2745.84
ORD100238,2025-05-30,Customer 1126,Consumer,North,Delhi,Technology,Accessories,Keyboard,7,3581.12,0.2,20054.3,4010.07
ORD100239,2025-10-21,Customer 1108,Consumer,North,Punjab,Technology,Accessories,Wireless Mouse,7,5229.58,0.15,31115.97,2818.46
ORD100240,2025-06-02,Customer 1060,Consumer,North,Haryana,Furniture,Bookcases,Wood Bookcase,4,19642.58,0,78570.33,19692.79
ORD100241,2025-12-30,Customer 1136,Consumer,West,Gujarat,Technology,Laptops,Business Laptop,7,66728.99,0,467102.9,95950.58
ORD100242,2025-06-15,Customer 1070,Small Business,East,Odisha,Technology,Accessories,Wireless Mouse,2,6765.46,0.1,12177.83,3131.28
ORD100243,2025-12-26,Customer 1147,Corporate,South,Tamil Nadu,Technology,Accessories,Keyboard,7,6014.4,0.1,37890.72,6164.1
ORD100244,2025-07-12,Customer 1094,Consumer,West,Goa,Technology,Phones,Pixel Phone,5,68236.76,0.2,272947.04,64413.85
ORD100245,2025-06-17,Customer 1203,Consumer,North,Punjab,Office Supplies,Paper,Premium Paper,6,681.69,0.05,3885.65,988.99
ORD100246,2025-08-08,Customer 1124,Corporate,South,Telangana,Furniture,Bookcases,Metal Bookcase,3,14077.93,0.02,41389.13,8259.25
ORD100247,2025-01-24,Customer 1000,Small Business,North,Uttar Pradesh,Furniture,Furnishings,Desk Lamp,1,6076.6,0.02,5955.07,1024.76
ORD100248,2025-04-14,Customer 1092,Consumer,South,Karnataka,Office Supplies,Storage,Storage Box,7,5609.81,0.05,37305.22,3284.16
ORD100249,2025-12-07,Customer 1054,Consumer,South,Andhra Pradesh,Technology,Accessories,Keyboard,4,4829.56,0.2,15454.58,787.26
ORD100250,2025-10-31,Customer 1108,Corporate,South,Tamil Nadu,Furniture,Furnishings,Desk Lamp,1,4673.58,0,4673.58,1389.9
ORD100251,2025-02-06,Customer 1198,Corporate,South,Andhra Pradesh,Furniture,Chairs,Ergonomic Chair,3,8829.64,0.05,25164.49,2457.78
ORD100252,2025-11-25,Customer 1160,Corporate,South,Tamil Nadu,Technology,Phones,iPhone,6,28995.81,0.05,165276.11,37424.3
ORD100253,2025-11-12,Customer 1089,Small Business,West,Rajasthan,Office Supplies,Paper,A4 Paper,2,739.09,0.15,1256.45,255.19
ORD100254,2025-03-13,Customer 1199,Small Business,South,Telangana,Technology,Phones,Galaxy Phone,5,58266.94,0.2,233067.75,38146.31
ORD100255,2025-12-04,Customer 1203,Small Business,East,Jharkhand,Technology,Laptops,Ultrabook,4,76031.92,0,304127.66,76772.88
ORD100256,2025-07-17,Customer 1220,Small Business,North,Uttar Pradesh,Technology,Phones,iPhone,1,84121.13,0.05,79915.07,7714.7
ORD100257,2025-07-07,Customer 1236,Consumer,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,5,293.9,0.05,1396.01,160.49
ORD100258,2025-09-17,Customer 1157,Consumer,East,West Bengal,Furniture,Furnishings,Whiteboard,6,2913.66,0.2,13985.59,2070.49
ORD100259,2025-06-08,Customer 1213,Corporate,North,Delhi,Furniture,Tables,Office Table,5,13168.76,0.15,55967.22,10188.54
ORD100260,2025-06-08,Customer 1156,Corporate,West,Rajasthan,Office Supplies,Binders,Ring Binder,2,116.21,0.1,209.18,16.84
ORD100261,2025-12-08,Customer 1200,Corporate,South,Karnataka,Technology,Laptops,Ultrabook,1,62202.43,0.05,59092.3,10787.96
ORD100262,2025-03-27,Customer 1069,Consumer,East,Bihar,Technology,Accessories,Wireless Mouse,7,6369.35,0.05,42356.2,10379.97
ORD100263,2025-12-31,Customer 1065,Corporate,North,Delhi,Furniture,Bookcases,Wood Bookcase,4,19538.8,0.02,76592.08,11940.04
ORD100264,2025-04-27,Customer 1045,Small Business,North,Delhi,Technology,Phones,Galaxy Phone,1,49608.23,0.1,44647.4,11494.47
ORD100265,2025-10-11,Customer 1030,Consumer,West,Maharashtra,Technology,Laptops,Gaming Laptop,6,78593.19,0,471559.14,97017.59
ORD100266,2025-04-02,Customer 1079,Consumer,South,Tamil Nadu,Office Supplies,Paper,Premium Paper,1,820.04,0.05,779.04,185.16
ORD100267,2025-01-05,Customer 1198,Consumer,East,Odisha,Technology,Accessories,Keyboard,4,3020.12,0.1,10872.45,2984.63
ORD100268,2025-03-19,Customer 1243,Consumer,North,Uttar Pradesh,Office Supplies,Paper,A4 Paper,5,475.18,0.2,1900.7,423.83
ORD100269,2025-06-07,Customer 1023,Consumer,North,Punjab,Technology,Laptops,Gaming Laptop,4,145924.43,0.02,572023.77,132459.85
ORD100270,2025-09-24,Customer 1163,Corporate,West,Maharashtra,Office Supplies,Storage,File Cabinet,6,692.43,0,4154.6,794.34
ORD100271,2025-10-31,Customer 1100,Corporate,North,Haryana,Furniture,Tables,Office Table,3,11524.77,0.05,32845.6,8908.69
ORD100272,2025-06-12,Customer 1027,Consumer,West,Goa,Technology,Phones,Galaxy Phone,2,70255.78,0.15,119434.82,7939.31
ORD100273,2025-06-10,Customer 1023,Consumer,West,Rajasthan,Technology,Accessories,Keyboard,4,2642.34,0.05,10040.89,2560.89
ORD100274,2025-12-27,Customer 1012,Corporate,North,Haryana,Technology,Accessories,Keyboard,1,5180.29,0.05,4921.28,761.19
ORD100275,2025-03-31,Customer 1205,Corporate,North,Delhi,Office Supplies,Art Supplies,Notebooks,6,682.64,0,4095.83,744.01
ORD100276,2025-01-07,Customer 1240,Corporate,North,Haryana,Office Supplies,Binders,Ring Binder,2,425.94,0.05,809.29,176.82
ORD100277,2025-02-08,Customer 1241,Consumer,North,Punjab,Office Supplies,Binders,Presentation Binder,7,134.09,0.05,891.71,84.23
ORD100278,2025-10-21,Customer 1054,Small Business,West,Rajasthan,Office Supplies,Art Supplies,Sketch Pens,1,490.14,0.1,441.12,41.03
ORD100279,2025-05-24,Customer 1122,Consumer,West,Rajasthan,Office Supplies,Paper,A4 Paper,6,441.82,0.1,2385.82,594.57
ORD100280,2025-07-16,Customer 1200,Corporate,South,Tamil Nadu,Furniture,Tables,Study Table,7,18591.42,0,130139.92,38738.59
ORD100281,2025-10-06,Customer 1007,Small Business,West,Rajasthan,Technology,Accessories,USB Hub,3,1832.84,0.05,5223.59,1038.79
ORD100282,2025-01-30,Customer 1208,Corporate,West,Maharashtra,Furniture,Tables,Office Table,1,11196.43,0.02,10972.5,1466.32
ORD100283,2025-04-23,Customer 1233,Corporate,West,Rajasthan,Technology,Laptops,Business Laptop,2,107214.55,0.2,171543.28,31474.39
ORD100284,2025-10-18,Customer 1014,Consumer,South,Andhra Pradesh,Furniture,Tables,Meeting Table,5,12726.33,0.1,57268.47,3628.07
ORD100285,2025-01-11,Customer 1037,Corporate,West,Gujarat,Technology,Laptops,Business Laptop,3,120278.45,0.05,342793.59,27629.96
ORD100286,2025-02-26,Customer 1249,Consumer,East,Jharkhand,Office Supplies,Storage,File Cabinet,5,785.99,0.05,3733.44,516.98
ORD100287,2025-11-24,Customer 1057,Corporate,West,Gujarat,Furniture,Tables,Study Table,5,22339.01,0.15,94940.79,20472.86
ORD100288,2025-07-13,Customer 1100,Small Business,East,West Bengal,Office Supplies,Storage,Storage Box,2,4427.22,0.2,7083.55,1690.94
ORD100289,2025-04-04,Customer 1088,Small Business,East,Odisha,Office Supplies,Binders,Ring Binder,4,139.07,0.2,445.02,20.97
ORD100290,2025-11-22,Customer 1089,Consumer,North,Delhi,Office Supplies,Storage,File Cabinet,1,1738.23,0.02,1703.47,387.54
ORD100291,2025-01-01,Customer 1096,Consumer,North,Uttar Pradesh,Furniture,Furnishings,Desk Lamp,4,3458.49,0.1,12450.57,1646.85
ORD100292,2025-10-23,Customer 1018,Consumer,South,Tamil Nadu,Technology,Phones,Galaxy Phone,3,19345.23,0.05,55133.89,15264.68
ORD100293,2025-03-24,Customer 1110,Small Business,North,Punjab,Furniture,Chairs,Office Chair,5,17786.5,0.1,80039.27,16807.53
ORD100294,2025-11-07,Customer 1184,Small Business,West,Rajasthan,Technology,Phones,Pixel Phone,2,83284.69,0.1,149912.45,31239.25
ORD100295,2025-12-05,Customer 1092,Consumer,East,West Bengal,Technology,Phones,Galaxy Phone,4,56308.58,0.1,202710.88,17998.66
ORD100296,2025-05-31,Customer 1029,Consumer,West,Goa,Technology,Phones,Galaxy Phone,2,60758.77,0,121517.55,22381.78
ORD100297,2025-08-30,Customer 1097,Consumer,West,Goa,Office Supplies,Storage,Storage Box,6,3355.93,0.02,19732.87,3090.65
ORD100298,2025-01-23,Customer 1178,Corporate,East,West Bengal,Furniture,Bookcases,Wood Bookcase,7,9199.83,0,64398.84,7293.09
ORD100299,2025-12-09,Customer 1107,Small Business,East,Jharkhand,Office Supplies,Art Supplies,Notebooks,2,686.64,0.1,1235.96,290.51
ORD100300,2025-10-21,Customer 1132,Corporate,South,Andhra Pradesh,Furniture,Chairs,Office Chair,7,13857.43,0.15,82451.72,13865.77
ORD100301,2025-03-03,Customer 1174,Consumer,West,Gujarat,Technology,Laptops,Business Laptop,7,65236.24,0,456653.67,79066.15
ORD100302,2025-11-01,Customer 1070,Consumer,East,West Bengal,Technology,Phones,Galaxy Phone,4,55276.4,0.15,187939.77,21471.72
ORD100303,2025-12-25,Customer 1144,Corporate,West,Rajasthan,Technology,Laptops,Business Laptop,5,106733.08,0,533665.42,151285.71
ORD100304,2025-10-02,Customer 1044,Consumer,East,Odisha,Office Supplies,Storage,File Cabinet,6,3016.39,0.15,15383.6,2254.78
ORD100305,2025-11-13,Customer 1005,Consumer,West,Rajasthan,Technology,Accessories,Keyboard,1,5398.22,0.05,5128.31,1358.22
ORD100306,2025-06-09,Customer 1211,Consumer,East,Jharkhand,Office Supplies,Paper,A4 Paper,2,445.31,0.2,712.5,90.83
ORD100307,2025-11-06,Customer 1210,Consumer,North,Punjab,Technology,Laptops,Gaming Laptop,6,95868.33,0.15,488928.51,114058.01
ORD100308,2025-02-03,Customer 1049,Small Business,East,Odisha,Office Supplies,Art Supplies,Markers,7,1028.99,0.15,6122.49,299.2
ORD100309,2025-01-30,Customer 1129,Consumer,South,Telangana,Technology,Phones,Pixel Phone,6,31340.35,0.05,178640.02,44422.66
ORD100310,2025-12-15,Customer 1089,Consumer,North,Haryana,Technology,Printers,Inkjet Printer,2,33894.57,0.1,61010.23,11232.82
ORD100311,2025-12-19,Customer 1165,Consumer,North,Punjab,Technology,Printers,Laser Printer,2,30907.0,0.02,60577.71,15966.13
ORD100312,2025-05-18,Customer 1057,Consumer,West,Rajasthan,Furniture,Chairs,Office Chair,2,12886.89,0.15,21907.71,4791.0
ORD100313,2025-12-31,Customer 1133,Corporate,East,Jharkhand,Furniture,Furnishings,Whiteboard,4,2011.99,0.1,7243.17,879.84
ORD100314,2025-10-27,Customer 1070,Corporate,North,Haryana,Technology,Accessories,Headset,3,5011.8,0.1,13531.87,934.3
ORD100315,2025-05-14,Customer 1081,Corporate,East,West Bengal,Technology,Laptops,Business Laptop,7,135018.11,0.15,803357.77,105562.54
ORD100316,2025-12-02,Customer 1146,Corporate,West,Rajasthan,Office Supplies,Storage,File Cabinet,4,2451.99,0,9807.98,2042.66
ORD100317,2025-04-24,Customer 1046,Consumer,West,Goa,Office Supplies,Storage,File Cabinet,7,1185.92,0.2,6641.17,1479.84
ORD100318,2025-03-07,Customer 1223,Consumer,East,Bihar,Office Supplies,Binders,Presentation Binder,6,117.51,0.05,669.78,78.12
ORD100319,2025-07-10,Customer 1241,Corporate,East,Jharkhand,Furniture,Furnishings,Desk Lamp,4,822.06,0.2,2630.6,416.65
ORD100320,2025-04-10,Customer 1051,Consumer,North,Uttar Pradesh,Office Supplies,Art Supplies,Notebooks,3,525.07,0.02,1543.72,162.43
ORD100321,2025-03-15,Customer 1014,Consumer,East,Bihar,Office Supplies,Binders,Ring Binder,4,219.7,0.02,861.24,123.98
ORD100322,2025-04-18,Customer 1111,Corporate,South,Tamil Nadu,Furniture,Tables,Meeting Table,7,24089.23,0,168624.6,18290.59
ORD100323,2025-08-08,Customer 1193,Small Business,West,Gujarat,Furniture,Chairs,Visitor Chair,2,14094.56,0,28189.11,7787.0
ORD100324,2025-01-10,Customer 1098,Consumer,North,Haryana,Furniture,Tables,Office Table,6,26924.63,0.05,153470.38,14712.4
ORD100325,2025-03-27,Customer 1111,Small Business,North,Punjab,Office Supplies,Storage,File Cabinet,4,4421.43,0.15,15032.85,2372.27
ORD100326,2025-06-25,Customer 1033,Consumer,West,Maharashtra,Technology,Laptops,Business Laptop,7,87356.12,0.02,599263.0,74518.77
ORD100327,2025-10-29,Customer 1152,Small Business,South,Telangana,Technology,Phones,Pixel Phone,6,35137.87,0.15,179203.16,32183.03
ORD100328,2025-12-01,Customer 1179,Consumer,North,Delhi,Technology,Phones,Pixel Phone,4,43477.0,0.15,147821.81,14501.68
ORD100329,2025-06-04,Customer 1158,Consumer,West,Maharashtra,Office Supplies,Storage,Storage Box,4,5017.79,0,20071.14,3864.67
ORD100330,2025-02-24,Customer 1104,Consumer,West,Maharashtra,Technology,Laptops,Gaming Laptop,7,99930.34,0.02,685522.14,105394.1
ORD100331,2025-10-08,Customer 1028,Small Business,West,Goa,Office Supplies,Art Supplies,Sketch Pens,2,53.15,0.2,85.04,4.22
ORD100332,2025-03-18,Customer 1075,Consumer,North,Delhi,Office Supplies,Paper,A4 Paper,3,668.82,0.1,1805.81,492.1
ORD100333,2025-02-21,Customer 1024,Small Business,South,Telangana,Office Supplies,Storage,File Cabinet,7,4125.25,0.1,25989.05,5652.07
ORD100334,2025-01-05,Customer 1187,Consumer,South,Karnataka,Office Supplies,Binders,Presentation Binder,3,455.7,0.15,1162.04,117.98
ORD100335,2025-04-04,Customer 1166,Small Business,North,Punjab,Furniture,Furnishings,Whiteboard,7,2814.29,0.1,17730.05,4095.25
ORD100336,2025-02-27,Customer 1145,Corporate,South,Andhra Pradesh,Office Supplies,Paper,A4 Paper,1,520.42,0.15,442.36,65.77
ORD100337,2025-11-09,Customer 1112,Consumer,West,Rajasthan,Office Supplies,Paper,A4 Paper,4,848.26,0,3393.03,934.0
ORD100338,2025-12-02,Customer 1158,Consumer,East,Odisha,Technology,Laptops,Ultrabook,7,80521.57,0.15,479103.33,92904.44
ORD100339,2025-09-04,Customer 1164,Small Business,East,Jharkhand,Office Supplies,Art Supplies,Markers,7,1000.4,0.15,5952.4,324.43
ORD100340,2025-09-11,Customer 1057,Corporate,South,Tamil Nadu,Technology,Printers,Inkjet Printer,2,16265.06,0.05,30903.61,2428.32
ORD100341,2025-07-26,Customer 1127,Corporate,South,Telangana,Technology,Printers,Inkjet Printer,1,30984.5,0.1,27886.05,3472.75
ORD100342,2025-02-22,Customer 1227,Consumer,West,Gujarat,Furniture,Chairs,Ergonomic Chair,7,12260.95,0.15,72952.64,13332.71
ORD100343,2025-12-02,Customer 1196,Corporate,West,Goa,Office Supplies,Storage,Storage Box,7,1492.93,0.1,9405.43,1204.21
ORD100344,2025-12-03,Customer 1212,Corporate,East,Bihar,Office Supplies,Paper,A4 Paper,7,678.29,0,4748.04,736.41
ORD100345,2025-10-08,Customer 1104,Consumer,East,Odisha,Office Supplies,Paper,A4 Paper,4,341.29,0.2,1092.13,211.17
ORD100346,2025-04-07,Customer 1027,Corporate,North,Delhi,Office Supplies,Art Supplies,Markers,4,998.24,0.02,3913.09,910.55
ORD100347,2025-11-21,Customer 1127,Consumer,North,Delhi,Office Supplies,Art Supplies,Sketch Pens,6,727.71,0.15,3711.34,267.66
ORD100348,2025-10-11,Customer 1044,Corporate,West,Gujarat,Office Supplies,Art Supplies,Notebooks,7,1109.34,0.02,7610.05,1729.0
ORD100349,2025-02-23,Customer 1070,Consumer,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,4,21641.26,0.2,69252.04,13692.68
ORD100350,2025-05-31,Customer 1215,Corporate,West,Rajasthan,Office Supplies,Binders,Presentation Binder,5,374.01,0.2,1496.02,213.49
ORD100351,2025-12-31,Customer 1245,Consumer,South,Karnataka,Technology,Accessories,Headset,6,1535.83,0.2,7371.99,1275.49
ORD100352,2025-12-30,Customer 1191,Small Business,North,Haryana,Office Supplies,Art Supplies,Notebooks,5,1134.07,0.2,4536.3,552.73
ORD100353,2025-08-05,Customer 1192,Corporate,North,Haryana,Furniture,Chairs,Office Chair,2,4269.44,0,8538.88,1058.64
ORD100354,2025-12-16,Customer 1208,Consumer,East,Odisha,Technology,Phones,iPhone,7,37774.42,0.15,224757.79,11149.65
ORD100355,2025-11-28,Customer 1141,Consumer,West,Rajasthan,Technology,Accessories,Wireless Mouse,4,3141.59,0.2,10053.1,993.08
ORD100356,2025-04-14,Customer 1045,Small Business,West,Maharashtra,Office Supplies,Storage,Storage Box,7,4404.5,0.02,30214.9,4221.6
ORD100357,2025-04-06,Customer 1041,Corporate,South,Karnataka,Office Supplies,Paper,Premium Paper,1,528.53,0.15,449.25,45.21
ORD100358,2025-01-03,Customer 1238,Corporate,East,Bihar,Furniture,Tables,Office Table,2,28215.71,0.15,47966.7,2575.25
ORD100359,2025-09-09,Customer 1139,Consumer,East,West Bengal,Technology,Accessories,Keyboard,2,3979.82,0.15,6765.69,524.76
ORD100360,2025-06-28,Customer 1143,Corporate,South,Telangana,Office Supplies,Storage,File Cabinet,3,1902.73,0.15,4851.96,772.48
ORD100361,2025-02-28,Customer 1241,Consumer,East,Bihar,Furniture,Tables,Office Table,6,27141.5,0.1,146564.12,37594.45
ORD100362,2025-10-04,Customer 1131,Consumer,East,West Bengal,Technology,Accessories,USB Hub,4,976.27,0.2,3124.05,226.03
ORD100363,2025-03-27,Customer 1026,Consumer,North,Uttar Pradesh,Furniture,Tables,Study Table,6,24339.56,0.2,116829.87,14408.17
ORD100364,2025-11-28,Customer 1013,Consumer,North,Haryana,Office Supplies,Binders,Ring Binder,4,381.08,0,1524.34,151.3
ORD100365,2025-10-13,Customer 1080,Consumer,North,Delhi,Furniture,Tables,Meeting Table,4,14700.82,0.2,47042.61,5597.06
ORD100366,2025-10-01,Customer 1128,Consumer,North,Haryana,Furniture,Chairs,Visitor Chair,5,4159.99,0,20799.97,3300.83
ORD100367,2025-11-07,Customer 1136,Consumer,North,Uttar Pradesh,Technology,Printers,Inkjet Printer,4,30019.43,0,120077.71,22127.59
ORD100368,2025-10-07,Customer 1245,Small Business,East,Odisha,Office Supplies,Binders,Presentation Binder,6,452.53,0.2,2172.15,374.8
ORD100369,2025-03-05,Customer 1088,Consumer,North,Punjab,Technology,Printers,Laser Printer,3,12881.48,0.2,30915.55,7072.87
ORD100370,2025-03-24,Customer 1217,Corporate,South,Tamil Nadu,Technology,Accessories,Keyboard,1,1842.56,0.15,1566.17,360.21
ORD100371,2025-11-27,Customer 1084,Consumer,North,Punjab,Technology,Phones,Pixel Phone,1,31226.98,0.15,26542.93,3973.0
ORD100372,2025-02-21,Customer 1177,Corporate,East,Bihar,Furniture,Tables,Meeting Table,4,16266.15,0.15,55304.91,10373.7
ORD100373,2025-06-11,Customer 1070,Small Business,West,Gujarat,Technology,Accessories,Keyboard,7,2095.61,0.2,11735.43,2006.58
ORD100374,2025-12-14,Customer 1044,Corporate,East,West Bengal,Office Supplies,Art Supplies,Sketch Pens,3,940.98,0.1,2540.65,448.09
ORD100375,2025-05-24,Customer 1228,Consumer,South,Telangana,Office Supplies,Binders,Presentation Binder,6,452.26,0,2713.57,651.35
ORD100376,2025-10-25,Customer 1198,Consumer,West,Goa,Office Supplies,Binders,Ring Binder,5,189.46,0.15,805.2,117.85
ORD100377,2025-04-25,Customer 1246,Corporate,East,Odisha,Technology,Phones,Pixel Phone,3,51645.21,0.2,123948.5,10232.42
ORD100378,2025-09-21,Customer 1123,Small Business,South,Telangana,Furniture,Tables,Study Table,5,21485.33,0.02,105278.13,24940.64
ORD100379,2025-04-23,Customer 1202,Consumer,West,Goa,Technology,Accessories,Headset,2,969.69,0.02,1900.6,359.09
ORD100380,2025-08-21,Customer 1213,Corporate,North,Punjab,Technology,Accessories,Wireless Mouse,6,6801.18,0.2,32645.67,6937.93
ORD100381,2025-07-12,Customer 1090,Corporate,West,Rajasthan,Furniture,Chairs,Visitor Chair,3,8956.77,0.02,26332.9,4966.43
ORD100382,2025-09-07,Customer 1071,Consumer,West,Gujarat,Office Supplies,Paper,A4 Paper,4,357.64,0,1430.58,276.39
ORD100383,2025-03-22,Customer 1123,Corporate,East,Jharkhand,Furniture,Chairs,Visitor Chair,2,9511.9,0.05,18072.61,4083.62
ORD100384,2025-04-18,Customer 1034,Corporate,South,Telangana,Furniture,Furnishings,Desk Lamp,2,758.87,0.15,1290.07,222.95
ORD100385,2025-10-21,Customer 1163,Consumer,South,Karnataka,Technology,Accessories,Keyboard,5,6736.9,0.15,28631.83,7322.12
ORD100386,2025-02-13,Customer 1203,Corporate,South,Andhra Pradesh,Furniture,Furnishings,Whiteboard,2,1816.18,0.1,3269.13,611.93
ORD100387,2025-11-16,Customer 1033,Consumer,East,Odisha,Technology,Accessories,USB Hub,5,4420.75,0.02,21661.7,3427.02
ORD100388,2025-09-25,Customer 1200,Consumer,West,Maharashtra,Office Supplies,Paper,A4 Paper,4,836.05,0.15,2842.55,145.22
ORD100389,2025-02-17,Customer 1011,Corporate,West,Goa,Furniture,Chairs,Visitor Chair,6,9756.7,0.1,52686.2,7190.77
ORD100390,2025-04-28,Customer 1108,Consumer,West,Goa,Office Supplies,Art Supplies,Sketch Pens,5,975.31,0.2,3901.26,611.51
ORD100391,2025-04-30,Customer 1147,Consumer,North,Delhi,Technology,Printers,Inkjet Printer,2,7153.14,0.2,11445.03,2331.04
ORD100392,2025-07-12,Customer 1064,Consumer,South,Tamil Nadu,Office Supplies,Storage,File Cabinet,3,818.18,0.1,2209.09,438.17
ORD100393,2025-10-17,Customer 1094,Corporate,East,Jharkhand,Furniture,Furnishings,Desk Lamp,4,3812.63,0.15,12962.94,1926.85
